experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
016_random_wide_gc	0.4653	0.4654	0.4684	0.4642	0.4654	0.4667	0.4722	0.4346	0.4642	0.4631	0.4667	0.4684	0.4695	0.4653	68	random wide GC [0.2,0.8]
017_random_bimodal_gc	0.4770	0.4774	0.4805	0.4759	0.4774	0.4796	0.4867	0.4479	0.4759	0.4783	0.4796	0.4805	0.4883	0.4770	81	bimodal GC (0.3/0.7)
018_random_extreme_bimodal_gc	0.4362	0.4365	0.4413	0.4255	0.4365	0.4400	0.4561	0.4013	0.4255	0.4318	0.4400	0.4413	0.4532	0.4362	56	bimodal GC (0.2/0.8)
019_random_mild_wide_gc	0.5198	0.5198	0.5216	0.5201	0.5198	0.5208	0.5212	0.4737	0.5201	0.5120	0.5208	0.5216	0.5236	0.5198	93	random mild GC [0.4,0.6]
020_random_per_position_bias	0.4850	0.4848	0.4864	0.4867	0.4848	0.4872	0.4843	0.4453	0.4867	0.4898	0.4872	0.4864	0.4880	0.4850	73	random per-position Dirichlet
021_random_seed100	0.5201	0.5201	0.5225	0.5244	0.5201	0.5221	0.5214	0.4686	0.5244	0.5105	0.5221	0.5225	0.5236	0.5201	83	random seed 100
022_random_seed12345	0.5155	0.5156	0.5210	0.5177	0.5156	0.5176	0.5206	0.4698	0.5177	0.5150	0.5176	0.5210	0.5212	0.5155	56	random seed 12345
023_random_seed999	0.5184	0.5184	0.5225	0.5250	0.5184	0.5197	0.5179	0.4753	0.5250	0.5118	0.5197	0.5225	0.5197	0.5184	79	random seed 999
024_random_seed2024	0.5199	0.5201	0.5237	0.5255	0.5201	0.5215	0.5153	0.4701	0.5255	0.5156	0.5215	0.5237	0.5243	0.5199	66	random seed 2024
025_random_kmer_entropy_max	0.5180	0.5182	0.5190	0.5196	0.5182	0.5193	0.5175	0.4642	0.5196	0.5106	0.5193	0.5190	0.5183	0.5180	54	top-50k 6mer entropy from 500k random
026_random_seed31415	0.5200	0.5204	0.5243	0.5206	0.5204	0.5219	0.5208	0.4727	0.5206	0.5139	0.5219	0.5243	0.5226	0.5200	75	random seed 31415
027_random_seed27182	0.5234	0.5236	0.5239	0.5238	0.5236	0.5245	0.5197	0.4714	0.5238	0.5173	0.5245	0.5239	0.5231	0.5234	83	random seed 27182 - BEST seed
028_random_seed16180	0.5205	0.5206	0.5218	0.5220	0.5206	0.5220	0.5212	0.4725	0.5220	0.5155	0.5220	0.5218	0.5212	0.5205	57	random seed 16180
029_random_seed_mixture	0.5194	0.5197	0.5238	0.5211	0.5197	0.5215	0.5191	0.4703	0.5211	0.5145	0.5215	0.5238	0.5251	0.5194	61	mixture 10k each from 5 seeds
030_final_canonical_random	0.5234	0.5236	0.5239	0.5238	0.5236	0.5245	0.5197	0.4714	0.5238	0.5173	0.5245	0.5239	0.5231	0.5234	55	FINAL: random seed 27182
