experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
014_gosai_random_quality	0.0168	0.0165	0.0132	0.0168	0.0165	0.0159	0.0052	0.0048	0.0168	0.0005	0.0159	0.0132	0.0099	0.0168	81	Gosai random lfcSE<0.5 (no stratification)
015_gosai_max_se	0.0094	0.0089	0.0050	0.0149	0.0089	0.0063	-0.0007	-0.0016	0.0149	0.0019	0.0063	0.0050	-0.0100	0.0094	70	Gosai max(lfcSE)<0.3 random
016_gosai_revcomp_augment	0.0102	0.0099	0.0079	0.0108	0.0099	0.0092	0.0013	0.0028	0.0108	0.0020	0.0092	0.0079	0.0101	0.0102	86	Gosai 25k real + 25k revcomp (lfcSE<0.5)
017_gosai_gtex_random_quality	0.0190	0.0194	0.0175	0.0229	0.0194	0.0190	0.0012	0.0026	0.0229	0.0022	0.0190	0.0175	0.0045	0.0190	83	Gosai GTEX-only random lfcSE<0.5 *** BREAKTHROUGH ***
018_gtex_tighter_quality	0.0145	0.0149	0.0155	0.0205	0.0149	0.0138	0.0002	0.0074	0.0205	-0.0059	0.0138	0.0155	0.0063	0.0145	70	GTEX-only random lfcSE<0.3
019_gtex_looser_quality	0.0222	0.0225	0.0194	0.0222	0.0225	0.0215	0.0027	0.0047	0.0222	-0.0007	0.0215	0.0194	0.0067	0.0222	70	GTEX-only random lfcSE<0.7 *** NEW BEST ***
020_gtex_nofilter	0.0172	0.0180	0.0173	0.0187	0.0180	0.0177	0.0082	-0.0011	0.0187	-0.0072	0.0177	0.0173	-0.0001	0.0172	73	Gosai GTEX-only no filter random
021_mixed_gosai_loose	0.0137	0.0134	0.0148	0.0186	0.0134	0.0123	0.0013	0.0048	0.0186	-0.0034	0.0123	0.0148	0.0032	0.0137	92	Gosai mixed (CRE+GTEX+UKBB) random lfcSE<0.7
022_gtex_se06	0.0152	0.0153	0.0128	0.0198	0.0153	0.0145	0.0027	0.0061	0.0198	-0.0024	0.0145	0.0128	0.0014	0.0152	74	GTEX-only random lfcSE<0.6
023_gtex_se08	0.0188	0.0186	0.0143	0.0206	0.0186	0.0178	0.0120	-0.0001	0.0206	-0.0028	0.0178	0.0143	0.0060	0.0188	74	GTEX-only random lfcSE<0.8
024_gtex_se07_seed2	0.0157	0.0157	0.0126	0.0240	0.0157	0.0148	0.0054	0.0023	0.0240	-0.0029	0.0148	0.0126	0.0013	0.0157	74	GTEX-only random lfcSE<0.7 seed=123 (variance check)
025_gtex_loose_effect_filter	0.0191	0.0195	0.0156	0.0241	0.0195	0.0189	-0.0003	0.0054	0.0241	0.0053	0.0189	0.0156	0.0075	0.0191	61	GTEX lfcSE<0.7 + |mean activity|>0.3 random
026_gtex_loose_topeff	0.0131	0.0134	0.0077	0.0292	0.0134	0.0135	0.0088	0.0006	0.0292	-0.0011	0.0135	0.0077	0.0024	0.0131	62	GTEX lfcSE<0.7 deterministic top-50K by |mean activity|
027_gtex_loose_k562strat	0.0109	0.0117	0.0072	0.0208	0.0117	0.0109	0.0022	0.0053	0.0208	-0.0005	0.0109	0.0072	0.0077	0.0109	66	GTEX lfcSE<0.7 K562-activity quintile stratified
028_gtex_loose_plus_ukbb_tight	0.0209	0.0212	0.0202	0.0190	0.0212	0.0204	0.0024	0.0056	0.0190	-0.0005	0.0204	0.0202	0.0029	0.0209	64	40K GTEX lfcSE<0.7 + 10K UKBB lfcSE<0.2 (best blend so far)
029_gtex_loose_trainchroms	0.0188	0.0191	0.0170	0.0197	0.0191	0.0184	0.0000	0.0057	0.0197	-0.0017	0.0184	0.0170	0.0009	0.0188	62	30K GTEX lfcSE<0.7 + 20K UKBB lfcSE<0.2 (more UKBB blend)
030_final_gtex_loose	0.0212	0.0216	0.0183	0.0224	0.0216	0.0207	0.0057	0.0043	0.0224	-0.0007	0.0207	0.0183	0.0028	0.0212	72	FINAL: 45K GTEX lfcSE<0.7 + 5K UKBB lfcSE<0.15 (best aggregate)
